Account No,Month,Monthly Expense,Monthly Income,End of Month Balance
122884111.0,2023-06,-1215.46,0.0,-2532.4960830729706
122884111.0,2023-07,-1300.3100000000002,530.0,-3302.80858307297
122884111.0,2023-08,-1206.48,1820.0,-2689.2910830729697
122884111.0,2023-09,-1323.77,1630.0,-2383.056083072969
122884111.0,2023-10,-1201.9199999999998,0.0,-3584.976083072969
122884111.0,2023-11,-1204.8300000000002,2860.0,-1929.8060830729687
122884111.0,2023-12,-1002.15,0.0,-1958.9585830729688
124102251.0,2023-01,-1612.65,1916.6,3069.539810580647
124102251.0,2023-02,-1849.3800000000003,1916.6,3136.751122926595
124102251.0,2023-03,-1907.11,1916.6,3146.2308583382764
124102251.0,2023-04,-1312.8,1916.6,3750.029056058466
124102251.0,2023-05,-1764.8700000000001,1916.6,3901.7470256072265
124102251.0,2023-06,-1358.3799999999999,1916.6,4459.956880981488
124102251.0,2023-07,-1996.95,1916.6,4379.593257074614
124102251.0,2023-08,-1572.53,1916.6,4723.668972623048
124102251.0,2023-09,-2305.379999999999,1916.6,4302.967478036823
124102251.0,2023-10,-2181.8199999999993,1916.6,4037.775931770646
124102251.0,2023-11,-3393.669999999999,1916.6,2560.727289596186
124102251.0,2023-12,-1762.4200000000005,1916.6,1274.3196680143317
124125096.0,2023-01,-5120.459999999999,2641.66,2134.862765393271
124125096.0,2023-02,-3167.949999999999,2641.66,1608.5738943878036
124125096.0,2023-03,-3499.9999999999986,2641.66,750.2375943878033
124125096.0,2023-04,-2936.239999999999,2641.66,455.66014438780303
124125096.0,2023-05,-2973.1499999999996,3101.66,584.1582943878029
124125096.0,2023-06,-2786.1599999999994,2641.66,439.65889438780255
124125096.0,2023-07,-2618.739999999999,2641.66,446.5938443878024
124125096.0,2023-08,-3088.0299999999997,3191.66,550.2329943878024
124125096.0,2023-09,-2735.8799999999987,2641.66,456.0184943878023
124125096.0,2023-10,-2640.0999999999995,2641.66,457.571394387802
124125096.0,2023-11,-2736.0299999999997,2641.66,348.2125943878018
124125096.0,2023-12,-94.1,2641.66,254.1084443878018
124377686.0,2023-01,-641.79,0.0,183.2154999999999
124377686.0,2023-02,-462.19000000000005,0.0,-278.97445000000016
124377686.0,2023-03,-569.41,0.0,-848.3747000000002
124377686.0,2023-04,-337.32000000000005,0.0,-1185.6976000000002
124377686.0,2023-05,-342.26,0.0,-1527.9527500000002
124377686.0,2023-06,-391.08,0.0,-1919.0274
124377686.0,2023-07,-254.32,0.0,-2173.3549
124377686.0,2023-08,-209.84999999999997,0.0,-2383.204899999999
124377686.0,2023-09,-249.96,0.0,-2633.162399999998
124377686.0,2023-10,-237.13,0.0,-2870.287399999997
124377686.0,2023-11,-204.49,0.0,-3074.7873999999965
126929801.0,2023-01,-1599.21,1842.5,2185.28922147698
126929801.0,2023-02,-2230.739999999999,1842.5,1797.0650149443236
126929801.0,2023-03,-1828.47,1842.5,1811.102180750142
126929801.0,2023-04,-974.9200000000001,1842.5,2678.682496991986
126929801.0,2023-05,-2906.2,1842.5,1614.9772973892052
126929801.0,2023-06,-1747.82,1842.5,1709.6594991398215
126929801.0,2023-07,-2258.11,1842.5,1294.0580858311505
126929801.0,2023-08,-1749.84,1842.5,1286.7369190559712
126929801.0,2023-09,-689.7,1842.5,2439.547775035877
126929801.0,2023-10,-2500.5499999999997,1842.5,1781.5021063404756
126929801.0,2023-11,-1032.85,1842.5,2591.158819212564
127809299.0,2023-01,-1005.0800000000002,580.0,1068.9530826930272
127809299.0,2023-02,-886.6099999999999,580.0,762.3416880991629
127809299.0,2023-03,-418.06999999999994,580.0,924.2710380991628
127809299.0,2023-04,-584.98,830.0,1169.290788099163
127809299.0,2023-05,-1287.7,1040.0,921.5851345094698
127809299.0,2023-06,-614.84,1400.0,1706.7530202951011
127809299.0,2023-07,-1392.1000000000001,580.0,894.6869609917219
127809299.0,2023-08,-661.45,1210.0,1443.2369428980364
127809299.0,2023-09,-1238.5900000000001,2000.0,2024.255518947285
127809299.0,2023-10,-1395.73,580.0,1113.0451394027734
127809299.0,2023-11,-1154.73,2680.0,2638.3304967244644
127809299.0,2023-12,-61.36,0.0,2576.975771126573
128030172.0,2023-01,-817.6100000000001,560.0,284.3954725501504
128030172.0,2023-02,-385.97,280.0,178.42272255015035
128030172.0,2023-03,-249.18000000000004,280.0,209.24712255015035
128030172.0,2023-04,-366.36,280.0,122.88037255015033
128030172.0,2023-05,-391.73,280.0,11.16202255015027
128030172.0,2023-06,-358.59000000000003,280.0,-67.42797744984976
128030172.0,2023-07,-472.43,280.0,-259.8640274498498
128030172.0,2023-08,-332.77000000000004,280.0,-312.64012744984984
128030172.0,2023-09,-328.83000000000004,280.0,-361.47607744984987
128030172.0,2023-10,-395.56999999999994,280.0,-477.0429274498499
128030172.0,2023-11,-306.26,280.0,-503.30297744985
128030172.0,2023-12,-120.04,0.0,-623.3421274498501
128033695.0,2023-01,-1062.8400000000001,1620.1,3144.3657500000018
128033695.0,2023-02,-1153.41,1620.1,3611.059332200711
128033695.0,2023-03,-1643.5700000000002,1620.1,3587.5895780732058
128033695.0,2023-04,-1674.9099999999999,1620.1,3514.94692865409
128033695.0,2023-05,-587.82,1620.1,4547.2354501453065
128033695.0,2023-06,-1500.7200000000003,1620.1,4666.606846714883
128033695.0,2023-07,-1094.83,1620.1,5191.881682231798
128033695.0,2023-08,-3539.0499999999984,1620.1,3272.908209132719
128033695.0,2023-09,-2672.7799999999997,1620.1,2220.224629329772
128033695.0,2023-10,-1196.69,1620.1,2643.6396783420687
128033695.0,2023-11,-1057.3,1620.1,3206.417818804728
128033695.0,2023-12,-580.52,1620.1,2625.9024201137545
129018172.0,2023-01,-2715.539999999999,3276.6,964.0660499999996
129018172.0,2023-02,-1538.7400000000002,2916.6,2319.96268515737
129018172.0,2023-03,-1724.0600000000002,2916.6,3512.494240101212
129018172.0,2023-04,-2145.789999999999,2916.6,4041.805466180015
129018172.0,2023-05,-1733.3100000000002,2916.6,5225.096136539046
129018172.0,2023-06,-2131.17,2916.6,6010.522255721649
129018172.0,2023-07,-2156.3999999999987,2916.6,6770.723576768492
129018172.0,2023-08,-1467.4800000000002,2916.6,8219.839144443325
129018172.0,2023-09,-2113.27,2916.6,8989.17588775261
129018172.0,2023-10,-1686.3200000000002,2916.6,10219.452321236931
129018172.0,2023-11,-1389.29,2916.6,11746.76946802586
129018172.0,2023-12,-2127.72,0.0,10401.049468025863
130154096.0,2023-01,-2970.2999999999997,3588.0,983.7078070589118
130154096.0,2023-02,-2769.0599999999995,2708.0,922.6466588481642
130154096.0,2023-03,-2408.7199999999993,2708.0,1221.9166815458534
130154096.0,2023-04,-2729.14,2708.0,1200.765900527426
130154096.0,2023-05,-2571.5299999999993,2708.0,1337.2324444764042
130154096.0,2023-06,-2993.2199999999993,2708.0,1052.0178483065467
130154096.0,2023-07,-2876.4899999999993,2708.0,883.5198060853411
130154096.0,2023-08,-2314.9299999999994,2708.0,1276.5870252012685
130154096.0,2023-09,-2427.79,2708.0,1556.7976105489658
130154096.0,2023-10,-2878.29,2708.0,1386.5050017058782
130154096.0,2023-11,-2734.34,2708.0,1360.1711481961063
130154096.0,2023-12,-1317.64,0.0,1038.5328328480243
130522384.0,2023-01,-4023.71,1736.92,592.1264088659962
130522384.0,2023-02,-2392.769999999999,1736.92,-63.726711935239074
130522384.0,2023-03,-1795.8700000000001,1736.92,-122.67381562086094
130522384.0,2023-04,-1920.8300000000002,1736.92,-306.58381562086083
130522384.0,2023-05,-2016.8000000000002,1736.92,-586.4638156208608
130522384.0,2023-06,-1326.97,1736.92,-176.51381562086067
130522384.0,2023-07,-1937.7900000000002,1736.92,-396.3738156208608
130522384.0,2023-08,-1450.9,1736.92,-110.35381562086056
130522384.0,2023-09,-2051.33,1736.92,-424.7638156208605
130522384.0,2023-10,-1473.8000000000002,1736.92,-161.64381562086032
130522384.0,2023-11,-1827.38,1736.92,-252.1038156208604
130522384.0,2023-12,-1042.91,1736.92,-448.0138156208604
131388684.0,2023-01,-1534.12,4375.0,7284.893300000003
131388684.0,2023-02,-1995.56,4375.0,9664.341190540104
131388684.0,2023-03,-2789.5399999999995,4375.0,11184.81351342733
131388684.0,2023-04,-2351.4699999999993,4375.0,13208.330689585428
131388684.0,2023-05,-2284.749999999999,4375.0,15298.602822352968
131388684.0,2023-06,-2465.959999999999,4375.0,17207.66415440178
131388684.0,2023-07,-2990.6599999999994,4375.0,18563.223640397493
131388684.0,2023-08,-2239.39,4375.0,20669.731597015518
131388684.0,2023-09,-2889.7499999999995,4375.0,22154.9967691678
131388684.0,2023-10,-2670.1799999999994,4375.0,23844.848016033386
131388684.0,2023-11,-3188.4199999999996,4375.0,25023.428758983573
131388684.0,2023-12,-934.6199999999999,4375.0,24809.806084551117
132400709.0,2023-01,-1622.4599999999998,370.0,615.5369851539406
132400709.0,2023-02,-335.82000000000005,370.0,649.7145851539406
132400709.0,2023-03,-337.57000000000005,370.0,682.1453851539404
132400709.0,2023-04,-359.21999999999997,370.0,692.9296351539402
132400709.0,2023-05,-374.52000000000004,370.0,688.4064351539402
132400709.0,2023-06,-342.86,370.0,715.5456351539401
132400709.0,2023-07,-414.42999999999995,370.0,671.11908515394
132400709.0,2023-08,-297.48,370.0,702.8188351539399
132400709.0,2023-09,-391.68,370.0,681.1393351539398
132400709.0,2023-10,-318.42,370.0,732.7120851539397
132400709.0,2023-11,-388.24,370.0,714.4670351539396
133755851.0,2023-01,-2875.6199999999994,3168.0,723.3869089396931
133755851.0,2023-02,-2712.3099999999995,3168.0,1179.076908939693
133755851.0,2023-03,-2850.71,3168.0,1480.3769089396933
133755851.0,2023-04,-3682.51,3168.0,965.8718434849086
133755851.0,2023-05,-3201.93,3168.0,931.9380341627444
133755851.0,2023-06,-2926.039999999999,3168.0,1173.9016967377995
133755851.0,2023-07,-3040.2799999999997,3168.0,1301.6162862721917
133755851.0,2023-08,-3644.2799999999993,3168.0,817.3455124940042
133755851.0,2023-09,-3080.2999999999997,3168.0,905.0440038000928
133755851.0,2023-10,-3545.9399999999996,3168.0,-252.89075186174784
133755851.0,2023-11,-2162.9799999999996,3168.0,752.129248138252
133755851.0,2023-12,-1200.44,0.0,660.689248138252
134461671.0,2023-01,-2763.9799999999996,3750.0,2154.021250000001
134461671.0,2023-02,-2917.8199999999997,3750.0,2986.201250000002
134461671.0,2023-03,-3492.12,3750.0,3244.079450000003
134461671.0,2023-04,-2653.209999999999,3750.0,4340.869450000005
134461671.0,2023-05,-2808.77,3750.0,5282.099450000007
134461671.0,2023-06,-2513.05,3750.0,6519.0494500000095
134461671.0,2023-07,-3475.639999999999,3750.0,6793.409450000012
134461671.0,2023-08,-2449.399999999999,3750.0,8094.011040444075
134461671.0,2023-09,-6026.999999999999,3750.0,5817.03193433876
134461671.0,2023-10,-2862.509999999999,3750.0,6664.497732570151
134461671.0,2023-11,-3991.899999999999,3750.0,6422.605897688849
134461671.0,2023-12,-611.08,0.0,6341.531001320822
134847904.0,2023-01,-4001.8699999999994,4119.0,1492.1321
134847904.0,2023-02,-3218.0699999999997,4119.0,2293.066850000001
134847904.0,2023-03,-4205.91,4119.0,2206.158900000002
134847904.0,2023-04,-3425.9300000000003,4119.0,2870.661600000002
134847904.0,2023-05,-4091.8199999999997,4119.0,2897.844700000003
134847904.0,2023-06,-5152.79,4119.0,1864.0578000000023
134847904.0,2023-07,-3471.7699999999995,4119.0,2511.283969930751
134847904.0,2023-08,-2433.1999999999994,4119.0,4197.086694386293
134847904.0,2023-09,-4135.179999999999,4119.0,4180.902044386296
134847904.0,2023-10,-2847.98,4119.0,5451.922044386297
134847904.0,2023-11,-6422.0999999999985,4119.0,3148.8219834790707
134847904.0,2023-12,-515.0,0.0,3318.7619834790694
135937041.0,2023-01,-2769.0,1943.0,2279.002092644176
135937041.0,2023-02,-2375.8399999999997,1943.0,1765.6603017315888
135937041.0,2023-03,-3208.2,1943.0,500.4554517315887
135937041.0,2023-04,-2524.9399999999996,1943.0,-97.47834826841124
135937041.0,2023-05,-1486.18,1943.0,359.3435517315886
135937041.0,2023-06,-1652.1200000000001,1943.0,650.2159017315885
135937041.0,2023-07,-1895.92,1943.0,697.2966017315885
135937041.0,2023-08,-2717.2,1943.0,-76.9018982684117
135937041.0,2023-09,-1592.07,1943.0,274.0281017315883
135937041.0,2023-10,-3303.7,1943.0,-1086.6728482684118
135937041.0,2023-11,-1377.23,1943.0,-520.910348268412
135937041.0,2023-12,-543.48,1943.0,-547.390348268412
136770968.0,2023-01,-1721.1100000000001,620.0,-304.11625000000026
136770968.0,2023-02,-558.89,620.0,-243.0051000000003
136770968.0,2023-03,-647.6300000000001,620.0,-270.6363500000004
136770968.0,2023-04,-625.83,620.0,-276.46305000000035
136770968.0,2023-05,-419.85,620.0,-125.77760000000026
136770968.0,2023-06,-467.16,620.0,27.05864999999974
136770968.0,2023-07,-638.3000000000001,620.0,8.756449999999749
136770968.0,2023-08,-546.44,620.0,82.30859999999971
136770968.0,2023-09,-511.1,620.0,191.2023999999996
136770968.0,2023-10,-967.69,620.0,-156.48340000000047
