Account No,Year,Annual Expense,Annual Income,End of Year Balance
227104649.0,2023,-21136.43,20100.0,496.5823843161784
228136274.0,2023,-24002.18,24007.5,1316.3509299999996
229205098.0,2023,-23272.74,30108.0,8320.990344041444
229502829.0,2023,-5617.51,0.0,-4106.445424186246
233981231.0,2023,-18452.55,20267.5,2936.7807227241697
234952520.0,2023,-4785.5,3420.0,303.54639999999875
235310449.0,2023,-20098.66,21020.0,1589.31118483031
235663459.0,2023,-24946.44,24142.0,1134.558929812015
235881534.0,2023,-15453.410000000002,26000.0,14522.01579551679
237493332.0,2023,-25914.659999999996,41239.0,16955.563702600062
237684254.0,2023,-12548.49,18425.0,7080.611596857049
240643705.0,2023,-32080.0,32518.0,557.0217988343001
241459011.0,2023,-19177.440000000002,19441.199999999997,841.7389132723465
242218612.0,2023,-10509.289999999999,8970.0,-444.3011999999994
245198540.0,2023,-20048.060000000005,18425.0,-336.45860119822044
245690309.0,2023,-21599.68,32496.0,11431.182780397
246753533.0,2023,-20068.02,18766.0,519.9972999999982
248142083.0,2023,-7899.960000000001,6050.0,-456.8265652974833
248625662.0,2023,-12618.97,11320.0,133.65308428485235
248658670.0,2023,-20745.39,17670.0,-162.80834999999996
250895529.0,2023,-26539.170000000002,27140.0,1895.824532469289
250957494.0,2023,-8083.68,8580.0,987.3327499999984
252419513.0,2023,-4311.04,400.0,-2463.1311858134145
252701364.0,2023,-5189.800000000001,0.0,-4179.813672677914
252760664.0,2023,-28320.24,34999.2,7647.841241461462
252964502.0,2023,-1838.5500000000002,0.0,-938.5450224913006
254018059.0,2023,-3223.9899999999984,2400.0,-0.0005000000000059
254853117.0,2023,-26756.29,28500.0,2934.0707773361983
255814263.0,2023,-35140.869999999995,35988.0,2201.150603488462
256002321.0,2023,-30096.89,36663.0,7582.389936681895
256045540.0,2023,-24851.9,19581.199999999997,-3937.7138999999993
257633312.0,2023,-22003.83,20267.5,59.59369999999899
258201793.0,2023,-11309.009999999998,8350.0,-1366.9348000000002
259015404.0,2023,-27430.25,26796.0,1145.3498366218162
261793952.0,2023,-9775.48,8400.0,-412.4407397961851
261894284.0,2023,-10697.54,6460.0,-3248.6037999999967
262767079.0,2023,-8013.35,5940.0,-1254.3215000000007
263882093.0,2023,-6985.719999999999,5280.0,-1178.713800000001
264208990.0,2023,-32167.870000000003,32098.0,1295.4334999999985
264550521.0,2023,-25611.309999999998,31210.0,7112.292628948262
266777719.0,2023,-30884.46,30240.0,109.52493378023968
270374623.0,2023,-24526.289999999997,34386.0,11322.717721142086
272538745.0,2023,-15517.1,32082.599999999995,17447.508374448127
274818272.0,2023,-22597.71,21828.0,487.30757856713126
277562576.0,2023,-20658.52,20100.0,214.795894778178
279149837.0,2023,-17983.77,17624.0,1237.2810499999994
280098744.0,2023,-23242.449999999997,23370.0,932.5753778716668
280130290.0,2023,-5211.8,4620.0,24.17024999999949
280200287.0,2023,-11137.56,9220.0,-563.562953386949
280268430.0,2023,-20147.22,25223.0,6396.739433262342
280990953.0,2023,-10306.490000000002,9180.0,205.539699999998
282046994.0,2023,-9017.14,7150.0,-315.1446499999996
282102606.0,2023,-29944.65000000001,30034.0,825.3481624228265
282837512.0,2023,-16765.99,32098.0,15930.020664139694
283027736.0,2023,-10517.830000000002,9480.0,-68.8107560298273
284161641.0,2023,-10118.830000000002,8060.0,-160.82768895942422
284905540.0,2023,-24172.9,32328.0,9360.68880574533
285115279.0,2023,-4393.58,0.0,-3638.5796107892857
285220959.0,2023,-41432.380000000005,53019.0,12650.647598201354
285428103.0,2023,-21207.33,31777.199999999993,11736.868336586644
285873880.0,2023,-12183.96,23400.0,13084.061034812446
286484726.0,2023,-19063.23,19125.0,706.2388129418447
287230540.0,2023,-25318.619999999995,25212.0,974.4409977638752
287480331.0,2023,-20274.48,28836.0,8985.361264385274
290751280.0,2023,-20635.16,19500.0,-31.17495332517447
290818242.0,2023,-23700.559999999998,28600.0,6196.649246938613
291128777.0,2023,-3847.43,0.0,-2926.411440526368
291580432.0,2023,-31247.02,29664.0,-19.22579999999985
293191074.0,2023,-20507.43,20163.0,1226.558149999999
293609137.0,2023,-7381.93,6480.0,-3.899507425501868
294474095.0,2023,-4022.7399999999993,0.0,-2684.728786499237
296770890.0,2023,-20646.760000000002,20855.04,1379.2820103790832
296972867.0,2023,-18575.930000000004,18425.0,-909.9189000000008
297823329.0,2023,-18084.410000000003,18425.0,881.3686499999991
298000165.0,2023,-22658.58,50004.0,29147.404216517487
298007503.0,2023,-16818.09,18832.0,2559.1541036256344
299652176.0,2023,-11742.960000000001,7800.0,-2422.955616743121
299871610.0,2023,-11987.64,12250.0,826.3506530587667
300095518.0,2023,-6808.75,5280.0,139.23502834141766
303843160.0,2023,-22776.36,21900.0,165.6398000000012
304455868.0,2023,-18114.69,17556.0,1305.5058798978748
305778936.0,2023,-21761.34,32098.0,11083.122944862247
308068836.0,2023,-30834.72,29664.0,634.7815225681923
308505160.0,2023,-27322.36,41250.0,15809.446129160617
308897841.0,2023,-21489.8,22000.0,1641.254899999999
310171581.0,2023,-3405.69,0.0,-2367.696204340919
310375875.0,2023,-24624.690000000002,23130.0,2422.436007188775
310620484.0,2023,-12906.71,10950.0,-983.3378049078016
310740977.0,2023,-14338.36,12500.0,-128.2735640703191
311467864.0,2023,-6950.860000000001,5250.0,-493.860500000001
314980178.0,2023,-29427.46,34265.25,5565.286850000007
315078351.0,2023,-28452.429999999997,37551.0,10292.569636643486
315546581.0,2023,-12182.8,43879.0,32905.236482810986
316793091.0,2023,-25490.03,25245.0,1189.9050600549506
317161035.0,2023,-5731.820000000001,0.0,-3890.822599999996
321372947.0,2023,-21749.9,20328.0,-246.45285078909947
322221939.0,2023,-29713.77,32328.0,4313.188699187524
322720763.0,2023,-14927.33,21852.0,8179.668327825511
324046160.0,2023,-25151.53,24000.0,1039.4351167869288
324224854.0,2023,-27405.569999999996,32670.0,6155.15932728805
329840194.0,2023,-20979.519999999997,21848.0,1710.344730143148
331048953.0,2023,-13311.4,12830.0,229.6013679784936
331450202.0,2023,-25853.35,33965.25,9424.417058100662
331684336.0,2023,-23751.909999999996,21450.0,-1507.9138699513217
333054026.0,2023,-15556.710000000001,14640.0,-182.70910597680975
335698481.0,2023,-5043.6900000000005,1010.0,-2649.6904966949387
336171116.0,2023,-32067.069999999996,31830.0,274.9683999999996
336557504.0,2023,-32242.45,34099.92,1994.7807123661105
337184232.0,2023,-2379.7099999999996,0.0,-1782.6990000000003
337771621.0,2023,-4354.73,0.0,-3239.707649999997
338022396.0,2023,-25636.690000000002,24999.6,-18.093660624260917
339791565.0,2023,-5449.0199999999995,0.0,-3865.006199999996
340295966.0,2023,-19693.8,17424.0,-1380.8019500000005
340321732.0,2023,-28685.15,30214.0,2656.489250000004
340680761.0,2023,-3926.9500000000003,0.0,-3410.955599999996
344219145.0,2023,-22465.199999999997,30580.0,9858.600996107834
344522228.0,2023,-4660.72,0.0,-3073.736988208392
344843570.0,2023,-9395.570000000003,7680.0,-360.59181750933385
345514953.0,2023,-29482.76,28842.0,141.71719999999937
345582855.0,2023,-19247.35,18510.0,1090.4791528205492
346874167.0,2023,-9100.429999999998,8760.0,309.554249999999
347110339.0,2023,-8375.41,5400.0,-1692.4067925031482
348325817.0,2023,-36729.17,45837.0,10542.18698789874
348460748.0,2023,-7854.139999999999,7260.0,70.80389999999898
348525881.0,2023,-9976.86,9930.0,581.4866245949357
349107386.0,2023,-5028.879999999998,160.0,-3878.86347319456
349614277.0,2023,-22919.59,22913.0,748.3750999999993
350921975.0,2023,-22184.809999999998,22110.0,81.18972107387428
352291960.0,2023,-18827.07,21450.0,3357.4650533035738
352899149.0,2023,-17383.86,16250.0,730.3668882280012
354894456.0,2023,-19717.28,18634.0,-61.32000000000039
355602925.0,2023,-8843.910000000002,9960.0,1823.767392453807
355733816.0,2023,-23778.93,28310.0,5689.123720118672
355940285.0,2023,-39934.009999999995,48079.96000000001,8444.955978189684
357651163.0,2023,-20736.170000000002,19500.0,-715.2200000000007
358836279.0,2023,-9993.62,9440.0,405.4456928075856
358846516.0,2023,-37836.78999999999,36960.0,789.1907225272173
361201224.0,2023,-38407.78,41239.0,4513.19456841002
361955473.0,2023,-30246.62,30000.0,682.4137452440841
364357875.0,2023,-22390.68,30510.0,9665.326678125137
364396689.0,2023,-5685.840000000001,4940.0,-286.11825
365608668.0,2023,-20868.519999999997,20163.0,675.5660719666741
366477356.0,2023,-37752.0,36663.0,467.70264999999984
366550080.0,2023,-24648.010000000002,50004.0,26834.1657944632
370521542.0,2023,-23887.079999999998,52569.0,30506.78738227256
370757362.0,2023,-20126.519999999997,20100.0,1523.5160236036174
373163757.0,2023,-29672.75,40557.0,11875.28980189042
373875019.0,2023,-10094.69,28622.0,19920.593664887205
374994043.0,2023,-3299.7599999999998,0.0,-2544.7505499999997
376271050.0,2023,-32637.07,34999.2,2296.145681627471
380228542.0,2023,-23174.95,20267.5,-706.6992581844343
380911501.0,2023,-6516.79,4900.0,2.19339999999913
382862215.0,2023,-5638.03,4620.0,-172.02100000000016
383345285.0,2023,-5362.5199999999995,2880.0,-983.5379235880762
383625050.0,2023,-27517.46,31777.199999999993,3869.922966993743
383833857.0,2023,-24356.33,52569.0,29379.69573312149
384497904.0,2023,-5637.68,5160.0,744.373499999999
385685918.0,2023,-28467.90000000001,27500.0,-358.9600591584474
386277162.0,2023,-29409.469999999998,29942.0,783.5299999999994
386729293.0,2023,-27390.18,61886.0,35458.80244797836
387957305.0,2023,-4590.969999999999,0.0,-2907.903605980078
388862238.0,2023,-19011.49,20009.0,1904.5065355055185
390747457.0,2023,-23120.940000000002,22999.199999999993,683.6692999999976
391559884.0,2023,-7743.66,7150.0,136.32714999999928
391688371.0,2023,-16670.979999999996,16967.5,1147.0289551878172
392270893.0,2023,-9653.54,24000.0,14994.351402089738
392790315.0,2023,-6733.549999999999,0.0,-4920.501394372063
395284483.0,2023,-17020.510000000002,18205.0,1915.0633402113087
395654270.0,2023,-3771.3100000000004,0.0,-2231.3037028121994
398429109.0,2023,-30857.43,32113.0,1754.4070000000008
399144202.0,2023,-20589.239999999998,20163.0,2338.88132556208
399538448.0,2023,-13128.0,20100.0,8876.661997995912
401293808.0,2023,-8212.82,7800.0,95.19689999999912
402438092.0,2023,-19581.07,18425.0,513.9590999999989
403383649.0,2023,-18772.449999999997,19450.0,1708.604803153171
403765849.0,2023,-3820.04,0.0,-2688.047999999996
403902116.0,2023,-29081.309999999998,28642.0,545.6560499999993
405416860.0,2023,-21922.28,20267.5,2015.2574068809056
405945930.0,2023,-14694.369999999999,17875.0,4373.886219465059
406772240.0,2023,-2344.22,0.0,-1488.2022000000006
406862520.0,2023,-8900.189999999999,8040.0,388.9283765374103
407323346.0,2023,-3296.29,0.0,-2746.4854325553115
407574996.0,2023,-35798.28,34908.0,649.2296093809374
408057540.0,2023,-29404.27,34099.92,5938.9767982999165
409370545.0,2023,-22099.75,21540.0,856.9412755455209
409971170.0,2023,-16926.42,18766.0,3630.396047950587
412823730.0,2023,-9901.189999999999,9360.0,397.86329585048986
413557825.0,2023,-10006.21,9480.0,360.8251999999994
414454079.0,2023,-24839.18,28090.0,3773.464850000002
414805878.0,2023,-24200.260000000002,37053.0,14460.22647436352
416060965.0,2023,-25240.83,25234.0,859.2122547005804
417850087.0,2023,-18268.620000000003,34375.0,17828.890511277426
418717120.0,2023,-3835.5299999999997,0.0,-2137.520646537229
419084831.0,2023,-21237.25,20100.0,-393.6101255261033
419550103.0,2023,-11096.34,31777.199999999993,21056.46685486507
420109571.0,2023,-34959.81,33360.0,-34.11157410675446
421475159.0,2023,-6105.16,4290.0,-356.1377373255875
421881811.0,2023,-20638.09,23650.0,3598.3046994878987
422955974.0,2023,-23389.04,20267.5,150.97573499904988
423208402.0,2023,-10312.11,12760.0,3695.159450000004
424397946.0,2023,-37472.66,36960.0,702.1297836054002
424927189.0,2023,-21868.47,20100.0,75.0566327441052
425730826.0,2023,-20325.239999999998,19720.0,2856.7569093887205
425964226.0,2023,-27237.22,31740.0,5109.780764114707
426466211.0,2023,-24289.91,19441.199999999997,-3741.703249999998
426474982.0,2023,-5310.7300000000005,0.0,-4078.71475
427909748.0,2023,-19941.129999999997,19500.0,1501.8732000000164
429235692.0,2023,-7845.8099999999995,6210.0,-736.8270000000002
429556122.0,2023,-20658.47,25614.0,5578.510459904381
430910686.0,2023,-18938.260000000002,18425.0,557.7156000000004
433837402.0,2023,-11871.1,11440.0,283.4041315358117
433917275.0,2023,-29293.840000000004,36960.0,8376.325478449684
435313070.0,2023,-21678.97,24552.0,3527.0733330332205
435984758.0,2023,-21133.19,24750.0,4906.494937013028
436430134.0,2023,-2543.2499999999995,0.0,-624.2439013371817
441142605.0,2023,-11106.240000000002,12320.0,2472.4303733518577
441274121.0,2023,-25219.06,38049.0,14222.282981681912
442070890.0,2023,-31437.809999999998,31777.199999999993,1765.3824124443709
442079728.0,2023,-9990.25,7800.0,-414.2548807806862
444371478.0,2023,-6040.219999999999,5650.0,558.8055499999987
444428189.0,2023,-26472.97,26396.0,687.0942000000032
445240363.0,2023,-4457.83,1430.0,-1389.8135059632737
446720287.0,2023,-14023.05,12060.0,-1182.0875591815943
448004226.0,2023,-12873.18,14120.0,1868.59236866488
448279144.0,2023,-20462.4,19008.0,-70.04735000000107
449387287.0,2023,-13859.720000000001,12050.0,83.3866938351014
449871732.0,2023,-24059.32,31570.0,8261.684369968103
450896297.0,2023,-50099.02,64163.0,14971.655092987705
452974357.0,2023,-34642.909999999996,29213.0,-3608.9039499999935
454129843.0,2023,-36310.43000000001,36960.0,957.02639516656
454356905.0,2023,-26213.1,28500.0,3258.5011190301416
455052690.0,2023,-16111.57,15580.0,89.44373994862755
455831435.0,2023,-23359.379999999997,19891.199999999997,-1867.1571048014948
456221621.0,2023,-20489.39,20100.0,766.5945673026279
456246119.0,2023,-10589.320000000002,32319.600000000002,23691.350293067804
460463595.0,2023,-11531.330000000002,9850.0,-735.8619454185788
461029994.0,2023,-22584.239999999998,30503.0,9309.013297163545
461990622.0,2023,-30949.799999999996,38962.0,9071.230221046071
462962606.0,2023,-21087.32,19780.0,-652.3209500000014
466649401.0,2023,-28755.989999999998,28600.0,932.0335807973744
467207141.0,2023,-22434.210000000003,22100.0,763.7842670482637
469330905.0,2023,-16718.99,15240.0,-143.6535713766445
469561218.0,2023,-6219.290000000001,4290.0,-181.1399000000009
471897866.0,2023,-22370.140000000003,29664.0,8083.115346481349
472213568.0,2023,-25681.850000000002,23400.0,-301.8904942060535
472995101.0,2023,-39690.29,39999.96000000001,1568.6673340990833
473820682.0,2023,-23502.6,34386.0,12371.674809888173
474301748.0,2023,-8759.310000000001,4340.0,-2605.339005683968
474951915.0,2023,-3454.8199999999997,0.0,-2749.8260952340106
475117511.0,2023,-16619.5,22000.0,8531.985388645127
475277431.0,2023,-28309.48,29070.0,1692.5291369436188
477216513.0,2023,-20161.21,18425.0,-164.51294999999948
478412511.0,2023,-20515.620000000003,32340.0,12674.385447002143
478651121.0,2023,-25256.699999999997,23170.0,-574.6792704015304
478986718.0,2023,-23785.269999999997,22462.0,-753.8578000000016
479366718.0,2023,-32200.64,34186.0,2380.8924130004225
479456865.0,2023,-35100.25,34683.880000000005,1527.6363618641742
480198977.0,2023,-19669.629999999997,32098.0,14242.352032593251
480557476.0,2023,-29293.64,40216.0,12571.4242298861
482513594.0,2023,-24691.0,30690.0,6793.475865916463
486495235.0,2023,-30913.149999999998,28700.0,2120.933860076208
487051121.0,2023,-28415.97,29664.0,1897.4106208703945
489964679.0,2023,-40669.520000000004,63513.60000000001,23424.732174033557
490790931.0,2023,-19705.15,19500.0,325.96894999999853
490868147.0,2023,-9322.93,8160.0,-54.43622087869847
491392945.0,2023,-27605.99,33965.25,6985.347500000012
492058070.0,2023,-36000.82,33504.0,-1831.7640312595292
492215823.0,2023,-30408.84,33385.0,4811.756023815445
492850697.0,2023,-11032.81,9730.0,-21.774953334136413
493571342.0,2023,-4149.82,0.0,-2750.8233809070466
493640090.0,2023,-3791.4,0.0,-2982.8234499999976
493855007.0,2023,-3422.1899999999996,0.0,-2854.1666315743914
494156462.0,2023,-9796.159999999998,7290.0,-1466.1189364817603
494156986.0,2023,-23212.71,20267.5,-1120.2016543276654
494404688.0,2023,-5129.16,910.0,-2898.203265336208
494789005.0,2023,-18601.8,20867.04,3257.1066688728656
494977194.0,2023,-18264.059999999998,18425.0,1571.9724705975789
496395938.0,2023,-21016.76,34099.92,13711.931955590597
496674181.0,2023,-11098.99,6670.0,-2951.013172330722
496865819.0,2023,-8169.719999999999,7150.0,84.30156815731753
497772347.0,2023,-15991.77,14810.0,114.2417499999978
497809732.0,2023,-27659.489999999998,28610.0,2520.5278695525963
499244466.0,2023,-21714.33,19441.199999999997,-453.1447812834225
499410772.0,2023,-23719.75,20544.0,-2861.789362905162
500043411.0,2023,-24999.47,38856.0,15205.15047946702
500051919.0,2023,-7104.55,7140.0,499.51099665059
500843551.0,2023,-31508.450000000004,31700.0,1077.5600999999997
503575533.0,2023,-30936.44,41480.0,9228.598110679244
504055745.0,2023,-21543.350000000002,20544.0,361.7007613417668
506618547.0,2023,-38937.8,57222.0,17874.14514021811
508518911.0,2023,-10372.720000000001,10120.0,472.7447502790102
509627909.0,2023,-20771.169999999995,20100.0,105.80464999999911
510101371.0,2023,-18038.14,30580.0,14109.73176627904
511179916.0,2023,-19245.39,25047.0,7158.755910645969
512989907.0,2023,-4547.469999999999,1380.0,-2142.491903975365
514362267.0,2023,-25440.86,25320.0,646.9948191070605
516051449.0,2023,-21746.73,21880.0,1719.3441491108483
517190750.0,2023,-29650.839999999997,31777.199999999993,3069.3485899154125
517934629.0,2023,-5796.81,4630.0,323.18767870842635
518378868.0,2023,-3956.43,1570.0,-1568.4449000000004
518466565.0,2023,-16784.810000000005,17956.0,1943.2214999999992
518474507.0,2023,-25490.55,41419.0,16214.572595331329
518746136.0,2023,-9352.21,7130.0,-809.6572282369169
519644021.0,2023,-21727.6,24999.6,3943.7010716011023
519649533.0,2023,-20553.25,18425.0,-280.27818362933795
519933553.0,2023,-20069.61,18510.0,257.4710041507283
519935524.0,2023,-20136.870000000003,20100.0,1273.933809737519
520239952.0,2023,-38161.87,35425.0,-1231.871176654763
520418719.0,2023,-31025.22,32277.0,2675.775300000004
520447032.0,2023,-23939.28,32328.0,8751.732904471393
521611005.0,2023,-20324.649999999998,18510.0,-259.6532858510465
522188082.0,2023,-25499.03,33360.0,8471.141436684238
524425303.0,2023,-20322.36,18425.0,-653.7488000000012
525524239.0,2023,-4143.32,2690.0,-11.317649788806447
527842638.0,2023,-17535.800000000003,18425.0,1480.6900426329837
531186970.0,2023,-19082.84,20780.0,3693.1588078659806
532478725.0,2023,-18607.17,21900.0,5101.726092940425
532525712.0,2023,-5244.030000000001,2470.0,-937.0193000000004
534097839.0,2023,-10914.310000000001,5180.0,-5211.228549999995
534204159.0,2023,-17805.670000000002,23870.0,6841.784305185661
534325901.0,2023,-22308.56,28600.0,7360.282727889288
534583529.0,2023,-18482.21,18425.0,1735.0475880547651
534908754.0,2023,-22296.910000000003,20472.0,-1095.8583000000003
535273662.0,2023,-1156.06,0.0,-39.05260000000051
535744551.0,2023,-21507.130000000005,21000.0,1025.1838159956258
